,Word,Count
379,#mgtow,20
380,#funny,6
381,https://t.co/B0usvzBcGF,1
382,Future,4
383,Is,11
384,Female...,4
385,Sex,4
386,Robots,4
387,[black,3
388,text].,4
389,https://t.co/w8jB8vIbjb,2
390,easier,1
391,less,3
392,him.,5
393,@BerghahnFilm:,1
394,MAD,2
395,MÄDCHEN:,2
396,Feminism,5
397,Generational,2
398,Conflict,2
399,Recent,2
400,German,3
401,Literature,5
402,Film,2
403,by,22
404,Margaret,2
405,McCarthy.,2
406,p…,1
407,Justice,1
408,Chandrachuda,1
409,said,2
410,"""Indian",1
411,Constitution,1
412,"feminist""",1
413,X,3
414,Y,1
415,Hence,1
416,Proved.,1
417,https://t.co/LeVLN2D6UQ,1
418,https://t.co/Mn1H9WMQkq,1
419,paperback,1
420,$29.95/£23.95!,1
421,Learn,1
422,more:,2
423,https://t.co/9x5cJa3XB7,1
424,#FilmTwitter,1
425,#popculture,1
426,https://t.co/qMqePV2Rx3,1
427,Bihar,1
428,Museum's,1
429,exhibition,1
430,'Women,1
431,"Deities,'",1
432,feminist,5
433,intervention,1
434,seeing,1
435,Hinduism,1
436,time,2
437,when,4
438,#India,1
439,sinking,1
440,revanchism.,1
441,✍🏻:,1
442,@chinkis,1
443,Read,4
444,https://t.co/ai5wCQWq7N,1
445,#Bihar,1
446,https://t.co/kdppkq6YGk,1
447,@vicscheyer:,1
448,Currently,1
449,foreign,1
450,politics,1
451,discussion,1
452,about,14
453,integrate,1
454,all,11
455,standardising,1
456,ideas,1
457,co…,1
458,submissive,1
459,losers,1
460,crazy,3
461,people!,1
462,Get,2
463,away,2
464,from,15
465,major,1
466,cities,1
467,try,1
468,turning,1
469,news.,1
470,https://t.co/x1a2OT5eg9,1
471,@pervert_desire:,2
472,Don’t,2
473,let,1
474,cunts,1
475,get,5
476,mouthy,1
477,#nsfwtwt,2
478,#sizediffrence,2
479,#bdsm,4
480,#misogyny,3
481,#Misogynist,2
482,#Daddyissue,2
483,#rapekink,2
484,#breeding,2
485,#c…,1
486,lmao,1
487,why,4
488,handsome,1
489,dudes,1
490,going,3
491,Olivia,1
492,Wilde.,1
493,She,1
494,flat-chested,1
495,"hag,",1
496,nothing,1
497,write,1
498,home,2
499,"all,",1
500,AND,1
501,got,1
502,knocked,1
503,up,7
504,some,3
505,SNL,1
506,hack.,1
507,Mind-boggling.,1
508,lesson,2
509,effect!,1
510,@jaclynbiskup:,2
511,**Just,2
512,spots,2
513,left**,2
514,DIFFICULT,4
515,Scene,4
516,Study,5
517,Tenets.,2
518,A,28
519,very,2
520,acting,2
521,class!,2
522,Wed,2
523,7:00,4
524,PM,9
525,10:00,4
526,ET,4
527,Sept,4
528,1…,1
529,@_Aloominati_:,1
530,real,2
531,test,1
532,being,5
533,pro-justice,1
534,same,4
535,group,3
536,yourself,1
537,belong,2
538,"to,",1
539,those…,1
540,@ChurchLifeND:,7
541,What,8
542,Woman?:,6
543,Half-Answered,6
544,Question,6
545,--@FavaleAbs,6
546,@McGrathND,6
547,@MattWalshBlog,6
548,@realDailyWire,6
549,#WhatIsAWoman,6
550,#Gend…,6
551,14,3
552,Oct,3
553,5,5
554,Meets,2
555,In,5
556,Person,2
557,"Tank,",2
558,312,2
559,West,2
560,36th,2
561,"Street,",2
562,6th,2
563,Floor,2
564,Fee,1
565,$95,2
566,•,13
567,Auditors,2
568,$40,2
569,bio,3
570,info,3
571,#acting,2
572,#scenestudy,2
573,#theatre,2
574,https://t.co/V6hMm8aGib,1
575,'I''m,2
576,single...'.,2
577,https://t.co/fqkaqPBMhT,1
578,How,4
579,it,15
580,started.,1
581,it’s,2
582,going.,1
583,#feminismiscancer,2
584,#rockefeller,1
585,#indocrination,1
586,#school,1
587,#schools,1
588,#family,1
589,#birthcontrol,1
590,#equity,1
591,https://t.co/ViR0FcoBYq,1
592,commercial,1
593,exchange.,1
594,🧵,3
595,@RHRMLBlog:,1
596,New,2
597,post,2
598,alert!,5
599,Let's,2
600,talk,5
601,medieval,2
602,feminism,10
603,Good,2
604,Wife,7
605,Bath,2
606,Karen,2
607,Brooks.,2
608,#ReadingHasRuinedMyLife,2
609,#BookBlog,2
610,#…,4
611,#BookReview,1
612,#NewPost,1
613,#HistoricalFiction,1
614,#booktwt,1
615,https://t.co/65TbuHsCzG,1
616,met,1
617,many,3
618,warm,1
619,care,7
620,people,3
621,protectors,1
622,too,2
623,if,10
624,clearly,2
625,solution,1
626,#HumanRights,1
627,#WomanRights,1
628,after,3
629,party,1
630,maybe,1
631,good,3
632,idea,2
633,could,2
634,'remote,1
635,karaoke,2
636,party',1
637,sing,1
638,until,1
639,"morning,",1
640,"someday,",1
641,then,2
642,end,1
643,eat,2
644,ramen,1
645,noodle,1
646,just,21
647,put,14
648,Pronouns,13
649,bio.,14
650,#TERFs,13
651,#TeamTERF,13
652,#YoungGCWomenUnite,15
653,#LetWomenSpeak,13
654,#SaveWomen…,13
655,Bitcoin.,5
656,Changing,5
657,Wealth.,5
658,(white,4
659,text).,6
660,https://t.co/hXqf3p87Xn,1
661,@RadFemskisumu:,5
662,Behind,6
663,every,8
664,organization,6
665,there,10
666,team,14
667,working,6
668,ensure,6
669,runs,6
670,smoothly,6
671,"us,",6
672,our,27
673,made,8
674,u…,6
675,@DrEinavRFox:,1
676,Please,2
677,Join,2
678,me,12
679,September,2
680,15th,2
681,6pm,2
682,"fashion,",2
683,"politics,",2
684,between.,2
685,Online,2
686,@NYHistory,2
687,@AbuTaymiyyahMJ:,65
688,50/50,66
689,Rights,65
690,Husband,65
691,&amp;,75
692,Men,70
693,their,67
694,wives,65
695,pay,68
696,bill!,65
697,#woman,67
698,#Men,65
699,https://t.co/ICYzsw1J4x,65
700,@Caelleigh1,1
701,@miacat47,1
702,@LeftismForU,1
703,"""Self",1
704,Made,1
705,"Man""",1
706,written,3
707,Feminist,10
708,Lesbian,1
709,who,8
710,lived,1
711,dated,1
712,man:,1
713,she,11
714,100%,1
715,rips,1
716,shreds.,1
717,"Fact,",1
718,says,1
719,has,11
720,ever,2
721,anything,2
722,do,6
723,"judgemental,",1
724,"hateful,",1
725,bitter,1
726,0,1
727,accountability,1
728,women.,5
729,“Persistence,1
730,patience,1
731,prayer,1
732,pays,1
733,"profits,",1
734,prosperity,1
735,peace,3
736,mind.”,1
737,Voltaire,1
738,https://t.co/91PLvlH5Ph.,1
739,true,1
740,measure,1
741,equality,1
742,UK,1
743,government,2
744,#UK,1
745,@FrenchEmbassyUg:,5
746,#CreativeFeministAdvocacyUg,6
747,3-day,6
748,workshop,6
749,"""Intergenerational",6
750,Creative,6
751,Ugandan,6
752,Moveme…,5
753,@AGroomsmen:,2
754,tell,4
755,time.,3
756,advise,3
757,way.,3
758,#itsthatbad,3
759,#greenpill,3
760,#rejection,3
761,"Movement""",1
762,coalition,1
763,leaders,1
764,opened,1
765,today,2
766,Kampala,1
767,emphasis,1
768,#womenrights,1
769,#African,1
770,principles.,1
771,@tinabutegwa,1
772,@movewiththeflo,1
773,https://t.co/hqLP9XFUz5,1
774,@preejusdiary:,3
775,Dear,3
776,"Men,",4
777,don't,7
778,"yourselves,",3
779,least,3
780,your,13
781,parents.,3
782,Don't,3
783,married.,3
784,#MarriageStrike,3
785,#MG…,3
786,@FiLiA_charity:,22
787,#𝗙𝗶𝗟𝗶𝗔𝟮𝟬𝟮𝟮,23
788,𝗣𝗢𝗟𝗜𝗖𝗘,1
789,𝗣𝗘𝗥𝗣𝗘𝗥𝗔𝗧𝗘𝗗,1
790,𝗔𝗕𝗨𝗦𝗘,1
791,With,9
792,"FREYA,",1
793,@Hwistrich,1
794,@helensteel12,1
795,SARAH,1
796,@sukhdev_reel,1
797,have,20
798,trust…,1
799,@aptli_UW:,2
800,Webinar,3
801,"""Turkish",3
802,Translation:,3
803,Amy,3
804,Marie,3
805,Spangler,3
806,Discusses,3
807,"""A",3
808,Strange,3
809,"Woman""",3
810,Leyla,3
811,"Erbil.""",3
812,"Thurs.,",3
813,Se…,2
814,[white,1
815,https://t.co/p7C7e0gAoz,1
816,𝗡𝗘𝗛𝗔𝗡𝗗𝗔,2
817,@NehandaMusic,2
818,Hear,3
819,her,9
820,brand,2
821,"song,",2
822,"FiLiA2022,",2
823,enjoy,2
824,listening,2
825,'I,2
826,Wom…,2
827,Hillary,1
828,Clinton,1
829,Logo,1
830,Revised.,1
831,https://t.co/mi0m6lxowU,1
832,Nothing,1
833,changed,1
834,#humour,1
835,#humournoir,1
836,#mensrights,2
837,#sex,1
838,https://t.co/2oZRyYllya,1
839,@PaperCrownRw:,3
840,Want,12
841,know,8
842,secret?,3
843,You're,3
844,probably,4
845,feminist.,3
846,Follow,4
847,us,9
848,month,3
849,deconstruct,3
850,myths,3
851,around,5
852,provi…,3
853,#DressedforFreedom,1
854,#FashionHistory,1
855,#genderhistory,1
856,@womnknowhistory,1
857,@IllinoisPress,1
858,https://t.co/yaOvA9srwB,1
859,@Men_ofValue:,1
860,#CyrusMistry,1
861,An,1
862,impatient,1
863,experience,4
864,Dr.,1
865,took,2
866,life,3
867,VIP,1
868,person.,1
869,No,9
870,news,1
871,channel,1
872,saying,2
873,"this,",1
874,Biased,1
875,Med…,1
876,@atheistathenian:,1
877,Yikes!,1
878,Radical,1
879,feminism?!?!,1
880,#ohmy,1
881,#radicalfeminism,1
882,#AdultHumanFemale,1
883,#GenderCritical,1
884,#gendercult,1
885,#F…,3
886,@KaceyKells:,8
887,(His)Story,8
888,Women,6
889,⭐⭐⭐⭐⭐,1
890,🆕,7
891,https://t.co/KFbDfLcUPA,1
892,#heforshe,1
893,#womenempowerment,2
894,https://t.co…,1
895,Makes,1
896,u,3
897,think,2
898,@NiftySpooks,1
899,#NiftySpooks,1
900,#NFT,1
901,#NFTArt,1
902,#NFTs,1
903,#NFTCollection,1
904,#Privacy,1
905,#Web3,1
906,#NFTProject,1
907,#NFTCommunity,1
908,#men,1
909,#women,5
910,https://t.co/3D2sTYL9aM,1
911,You,2
912,Got,1
913,Feeling?,1
914,#saraahmed,1
915,#socialjustice,2
916,#intersectionalfeminism,4
917,#lgbt,1
918,#wgss,1
919,#genderstudies,1
920,#affect,1
921,#graphics,2
922,#graphicdesign,2
923,#collageart,1
924,#art,3
925,#feministart,2
926,#queerart,1
927,https://t.co/GT5qFTB9dx,1
928,Excuse,3
929,I'm,3
930,MANSPLAINING,3
931,here!,3
932,#Chad,4
933,#alphamale,1
934,#ToxicMasculinity,3
935,https://t.co/ekZxVlUvk6,1
936,#gigachad,1
937,#alpha,1
938,#mansplain,1
939,https://t.co/5h0765omkg,1
940,@theLFshow:,1
941,Marine,2
942,mammals,1
943,guides,1
944,@alexispauline,1
945,Gumbs',1
946,"""Undrowned:",1
947,Black,1
948,Lessons,1
949,"Mammals.""",1
950,the…,1
951,Watch,1
952,"trial,",1
953,"research,",1
954,leader,1
955,indicates.,1
956,orders.,1
957,#AmberHeard,1
958,#amberheardstans,1
959,#misandry,1
960,#SherlockHolmes,1
961,#the,1
962,Variety,1
963,🙉🙊🙈👻💩💨💨,1
964,https://t.co/2MA3EWsn7d,1
965,#mansplaining,1
966,https://t.co/nTHf36jqK1,1
967,@PriorityDomains:,1
968,#TheFemaleOfTheSpecies,1
969,Getting,1
970,work,3
971,done!,1
972,#lion,1
973,#lions,1
974,#lioness,1
975,#ThreeLions,1
976,#man,1
977,#BossLad…,1
978,Phenomenal,1
979,story,1
980,changing,1
981,#rape,1
982,#WomensRightsAreHumanRights,2
983,https://t.co/kSk5mGpJJx,1
984,Sept.,1
985,"29,",1
986,"2022,",1
987,3-4:30,1
988,Link,1
989,register:,1
990,https://t.co/qLI6nVQp54,1
991,#Turkish,1
992,#translation,1
993,#literature,1
994,@novelteesandswg:,1
995,#ShePersisted,1
996,#Resist,1
997,fist,1
998,shirt,1
999,today!,3
1000,#RoeVsWade,1
1001,#RoeVWade,1
1002,#SaveRoeVsWade,1
1003,#SaveRoeVWade,1
1004,#SaveRoe…,1
1005,amazing,1
1006,young,1
1007,dedicated,1
1008,feminists.,1
1009,#feministleadership,1
1010,"amazing,",1
1011,"queer,",1
1012,under,2
1013,30,2
1014,folks,2
1015,experts,1
1016,various,1
1017,fields.,1
1018,#feministLeadership,1
1019,https://t.co/Y8VqFetpoA,1
1020,Know,1
1021,working!,1
1022,.,3
1023,To,1
1024,join,1
1025,ikshana,1
1026,dm,1
1027,or,5
1028,directly,1
1029,fill,1
1030,form,1
1031,#ikshana,1
1032,#ikshanaindia,1
1033,#ikshanajabalpur,1
1034,#ngo,1
1035,#womensupportingwomen,1
1036,#childeducation,1
1037,#education,1
1038,#awareness,1
1039,#ngoindia,1
1040,https://t.co/TLSy0XQJKC,1
1041,@GoddessNike23:,3
1042,If,6
1043,small,4
1044,"dick,",4
1045,send,4
1046,tribute,4
1047,@CervixxxC,4
1048,thank,5
1049,Your,4
1050,never,4
1051,able,4
1052,to…,3
1053,@ArcEng9154644:,2
1054,"""In",2
1055,"1492,",2
1056,Columbus,2
1057,brought,2
1058,Labor,2
1059,Day,2
1060,America...and,2
1061,STILL,2
1062,did,2
1063,"nothing!""",2
1064,#LaborDay,2
1065,#HappyLaborDayWeekend,2
1066,#Al…,2
1067,“The,1
1068,way,3
1069,find,1
1070,larger,1
1071,vision,1
1072,somewhere,1
1073,particular.”,1
1074,-Donna,1
1075,Haraway,1
1076,#donnaharaway,1
1077,#knowledge,1
1078,#science,1
1079,#community,1
1080,https://t.co/5GHMtp94aS,1
1081,One,3
1082,one’s,4
1083,"dharma,",1
1084,duty,1
1085,arisen,1
1086,"is,",1
1087,anyone,1
1088,else’s.,1
1089,called,1
1090,*atmadharma*.,1
1091,"Free,",1
1092,"now,",1
1093,ebook,1
1094,version.,1
1095,Click,1
1096,link,2
1097,See,1
1098,$0.00,1
1099,"buy,",1
1100,click,1
1101,“Buy,1
1102,now,1
1103,with…”,1
1104,Enjoy,1
1105,w,1
1106,compliments,1
1107,https://t.co/4hkhICVkNz,1
1108,#psychology,1
1109,#youth,1
1110,#Jung,1
1111,@Try2StopME:,1
1112,Gender,3
1113,Discrimination,1
1114,https://t.co/WO6NuSBkFn,1
1115,focus,1
1116,future.,1
1117,#Lawofattraction,1
1118,#Relationship,2
1119,#Art,1
1120,#Believe,1
1121,#Sunday,1
1122,#Spirit,1
1123,#Affirmationnation,1
1124,#Fridayfeeling,1
1125,#Mentalhealth,1
1126,#Selfworth,1
1127,#Inspirational,1
1128,#Trending,1
1129,#Grateful,1
1130,#Sleep,2
1131,Btw,1
1132,he,6
1133,deserves,1
1134,respect,1
1135,love,3
1136,btw,1
1137,doesn't,1
1138,deserve,2
1139,pain,1
1140,through,4
1141,#istandwithbrendanfraser,1
1142,#BrendanFraser,1
1143,#JusticeForBrendanFraser,1
1144,#metoo,2
1145,@starfallgoddess,1
1146,@thebishyouhate,1
1147,@AestheticCyn,1
1148,@exposingrich,1
1149,@ibelieveamber,1
1150,@1800EnoughLies,1
1151,https://t.co/f4Zoj318yp,1
1152,https://t.co/zfD5cMrKwX,1
1153,@npquarterly:,2
1154,Abolition,3
1155,envision—and,3
1156,creating—a,3
1157,economic,3
1158,"redistribution,",3
1159,communal,3
1160,"care,",3
1161,accoun…,2
1162,#redpill,3
1163,#mgtow101,3
1164,#rationalmale,3
1165,#alphamalestrategies,3
1166,#mgtowisthefuture,3
1167,#redpilled,3
1168,#mgtowredpill,3
1169,GET,3
1170,BIGGER,3
1171,https://t.co/DSJAN3FniB,1
1172,https://t.co/liG168PcRy,1
1173,accountability:,1
1174,https://t.co/QotMmVuokY,1
1175,@C_Resistance,1
1176,#AbolitionNow,1
1177,https://t.co/DSJAN3ne4t,2
1178,https://t.co/98QeKt0wh1,1
1179,@marvelous_divas:,2
1180,Oh,3
1181,"nOoOo,",1
1182,hOpE,1
1183,dOn’T,1
1184,fAll,1
1185,…,1
1186,*leaps*,1
1187,latest,2
1188,"ep,",2
1189,Infinity,2
1190,Diva:,2
1191,Captain,2
1192,America,2
1193,Winter,2
1194,Soldie…,1
1195,@Princes9302:,1
1196,Cultural,1
1197,"magazine""Lilit""Abortion",1
1198,Jewish,2
1199,value,2
1200,Stephen,1
1201,Fleckt;The,1
1202,researcherandpromoterof,1
1203,America:W…,1
1204,Everything,1
1205,copy,1
1206,–,1
1207,review,1
1208,Nora,1
1209,Ephron,1
1210,Collected,1
1211,https://t.co/4kxNiXsjcb,1
1212,#journalism,1
1213,#satire,1
1214,@VRooodri:,1
1215,My,1
1216,friend,1
1217,colleague,1
1218,Gaby,1
1219,Gallardo,1
1220,delighted,1
1221,guest,1
1222,lecture,1
1223,"""Feminists",1
1224,"Democracies""",1
1225,during,1
1226,course,1
1227,"""…",1
1228,@TheGr8Illusion:,2
1229,We,6
1230,Resistance,2
1231,title,2
1232,single.,2
1233,Amazing,2
1234,video!!!,2
1235,@GretaThunberg,2
1236,@CoryBooker,2
1237,@thelittleidiot,2
1238,@RepAdamSchiff,2
1239,@…,2
1240,@The_Vagitarian:,1
1241,So,2
1242,middle-aged,1
1243,angry,1
1244,picking,1
1245,them.,2
1246,Not,2
1247,them,6
1248,min,1
1249,finds,1
1250,linked,1
1251,one's,1
1252,own,3
1253,better,1
1254,image,1
1255,https://t.co/oe1184EQat,1
1256,@womenwritersnet,1
1257,@NastasyaParker,1
1258,"yes,",1
1259,were,1
1260,complaining,1
1261,state,1
1262,women's,1
1263,education,1
1264,everything.,1
1265,goes,1
1266,back,2
1267,long,2
1268,👍,1
1269,@FeministWIDE:,1
1270,First,2
1271,interpret,2
1272,"women,",3
1273,security,2
1274,framework?,2
1275,#militarization,2
1276,Remember,2
1277,BIG,1
1278,event,1
1279,hosted,1
1280,@MonarchICT,1
1281,October!,1
1282,follow,2
1283,Instagram,1
1284,@/missionbluemusic,1
1285,content,1
1286,updates🦋,1
1287,#WomenEmpowerment,9
1288,#missionblue,1
1289,https://t.co/uBFJ6KgQX8,1
1290,@21Convention:,1
1291,Texas,1
1292,father,1
1293,FIGHTS,1
1294,save,1
1295,son,1
1296,CRAZY,1
1297,WOKE,1
1298,judge,1
1299,matriarchy,1
1300,itself...,1
1301,#savejames,1
1302,#fathers,1
1303,@MeidasTouch,1
1304,Where’s,1
1305,feminisms,1
1306,isms?,1
1307,Just,1
1308,asking…for,1
1309,Dave,1
1310,Chappelle,1
1311,@kanyewest,1
1312,#trump,1
1313,#TrumpRally,1
1314,@itslizz88:,1
1315,Autumn,1
1316,2023,1
1317,@ArtspacePhoenix,1
1318,"Brighton,",1
1319,Broken,1
1320,Grey,1
1321,Wires,1
1322,curate,1
1323,"radical,",1
1324,experimental,1
1325,essential,3
1326,"exhibition,…",1
1327,@ChiragMRA:,3
1328,When,1
1329,someone,1
1330,#Metoo,1
1331,card,1
1332,comes,1
1333,out.,1
1334,Very,1
1335,similar,1
1336,Tanushree,1
1337,Dutta,1
1338,Vs,1
1339,Nana,1
1340,Patekar,1
1341,episode.,1
1342,#Oppurtunist,1
1343,Seems,2
1344,shut,1
1345,shop,1
1346,Big,1
1347,Bindi,1
1348,Brigade.,1
1349,Indian,1
1350,preaches.,1
1351,@cskkanu:,1
1352,#BoycottDarlings,1
1353,#BoycottNetflix,1
1354,#BoycottbollywoodForever,1
1355,Bollywood,1
1356,corrupted,1
1357,#simps,1
1358,https://t.co/AU44…,1
1359,Found,1
1360,amusing.,1
1361,#modernwomen,1
1362,https://t.co/GMRi5qjoPz,1
1363,Has,1
1364,ambitious?,1
1365,@9Knowled9e,1
1366,https://t.co/gFONKL8rO2,1
1367,Signs,1
1368,things,4
1369,come,1
1370,🙂,1
1371,https://t.co/PTRRpytakW,1
1372,@DuffysQuips:,1
1373,We’re,1
1374,planning,1
1375,something,1
1376,big,1
1377,#worldmenopauseday,1
1378,watch,1
1379,space!,1
1380,#shoutmenopauseout,1
1381,#makemenopausematter,1
1382,#grassroo…,1
1383,@sm123678:,1
1384,strict,1
1385,punishment,1
1386,womens.,1
1387,mother,1
1388,destroying,2
1389,son's,1
1390,career.,1
1391,child,1
1392,go?,1
1393,#MenToo,1
1394,#falsecase…,1
1395,orgasm,1
1396,otherwise.,1
1397,Be,1
1398,thankful.,1
1399,#happywifehappylife,1
1400,#relationshipgoals,1
1401,#dating,3
1402,#datinglife,1
1403,#couples,1
1404,#Feminist,13
1405,#couplestherapy,1
1406,#sextherapist,1
1407,#findom,1
1408,https://t.co/fwIpDiGuhp,1
1409,@TAbalaji0500:,1
1410,@ShoneeKapoor,2
1411,Only,1
1412,chooses,1
1413,"woman,",3
1414,stay,1
1415,winning,2
1416,move,2
1417,play.,2
1418,https://t.co/GjIhVDHlVT,1
1419,#Fantastic,1
1420,nutshell.,1
1421,https://t.co/2wDDslD6zV,1
1422,Face,1
1423,hidden,1
1424,before,3
1425,media,1
1426,in.,1
1427,Previously,1
1428,managed,1
1429,crimes,1
1430,gracefully,1
1431,left,1
1432,reality.,1
1433,blaming,1
1434,#patriarchy,2
1435,😂😂,1
1436,https://t.co/hfaJLiCSSC,1
1437,investigates,1
1438,origins,1
1439,consequences,1
1440,objectification,1
1441,further,2
1442,explain,1
1443,import…,1
1444,everyone’s,1
1445,cup,1
1446,chai,1
1447,bother,1
1448,☕️,1
1449,#Repost,1
1450,via,6
1451,@notyourwife__,1
1452,#artistsoninstagram,1
1453,#illustragram,1
