"year","period","periodName","footnotes","LNS12300164","LNS12300327","date"
1953,"M09","September","",95.1,32.6,1953-09-01
1953,"M10","October","",94.6,33.3,1953-10-01
1953,"M11","November","",94.6,33.6,1953-11-01
1953,"M12","December","",93.9,32.9,1953-12-01
1954,"M01","January","",93.8,32.9,1954-01-01
1954,"M02","February","",93.2,33.5,1954-02-01
1954,"M03","March","",92.2,33.6,1954-03-01
1954,"M04","April","",92.6,33.8,1954-04-01
1954,"M05","May","",92.4,32.7,1954-05-01
1954,"M06","June","",92.7,31.6,1954-06-01
1954,"M07","July","",92.2,31.8,1954-07-01
1954,"M08","August","",92.1,31.5,1954-08-01
1954,"M09","September","",92.8,31.2,1954-09-01
1954,"M10","October","",91.7,30.7,1954-10-01
1954,"M11","November","",92.6,31.6,1954-11-01
1954,"M12","December","",93.5,31.1,1954-12-01
1955,"M01","January","",94.3,32.2,1955-01-01
1955,"M02","February","",93.7,32.5,1955-02-01
1955,"M03","March","",93.5,32.8,1955-03-01
1955,"M04","April","",93.6,32.8,1955-04-01
1955,"M05","May","",94.8,33,1955-05-01
1955,"M06","June","",94.8,33.3,1955-06-01
1955,"M07","July","",95,33.7,1955-07-01
1955,"M08","August","",94.9,33.5,1955-08-01
1955,"M09","September","",94.7,33.2,1955-09-01
1955,"M10","October","",94.7,33.2,1955-10-01
1955,"M11","November","",94.7,32.8,1955-11-01
1955,"M12","December","",94.6,33.8,1955-12-01
1956,"M01","January","",94.8,34.3,1956-01-01
1956,"M02","February","",94.6,33.4,1956-02-01
1956,"M03","March","",94.5,33,1956-03-01
1956,"M04","April","",94.9,33.2,1956-04-01
1956,"M05","May","",93.9,33.7,1956-05-01
1956,"M06","June","",93.5,33.6,1956-06-01
1956,"M07","July","",93.7,33.4,1956-07-01
1956,"M08","August","",93.9,33.9,1956-08-01
1956,"M09","September","",93.6,34.1,1956-09-01
1956,"M10","October","",93.8,34.2,1956-10-01
1956,"M11","November","",94,33.9,1956-11-01
1956,"M12","December","",94.1,33.3,1956-12-01
1957,"M01","January","",94.3,32.9,1957-01-01
1957,"M02","February","",94.7,33.3,1957-02-01
1957,"M03","March","",95,33.4,1957-03-01
1957,"M04","April","",94.7,33.1,1957-04-01
1957,"M05","May","",94.5,33.2,1957-05-01
1957,"M06","June","",94.3,33.6,1957-06-01
1957,"M07","July","",94,34,1957-07-01
1957,"M08","August","",93.7,33.8,1957-08-01
1957,"M09","September","",93.3,34.2,1957-09-01
1957,"M10","October","",93.1,34.5,1957-10-01
1957,"M11","November","",92.9,34.1,1957-11-01
1957,"M12","December","",91.9,34.2,1957-12-01
1958,"M01","January","",91.3,33.8,1958-01-01
1958,"M02","February","",90.3,33.3,1958-02-01
1958,"M03","March","",90.2,32.8,1958-03-01
1958,"M04","April","",89.8,33.4,1958-04-01
1958,"M05","May","",90.2,32.6,1958-05-01
1958,"M06","June","",89.8,32.4,1958-06-01
1958,"M07","July","",90.2,32.4,1958-07-01
1958,"M08","August","",90.9,32.7,1958-08-01
1958,"M09","September","",91.5,32.6,1958-09-01
1958,"M10","October","",91.7,32.8,1958-10-01
1958,"M11","November","",91.6,33.5,1958-11-01
1958,"M12","December","",91.5,33.5,1958-12-01
1959,"M01","January","",91.7,33.6,1959-01-01
1959,"M02","February","",92,32.9,1959-02-01
1959,"M03","March","",92.7,33.3,1959-03-01
1959,"M04","April","",93.4,33.4,1959-04-01
1959,"M05","May","",93.1,33.8,1959-05-01
1959,"M06","June","",93.2,33.4,1959-06-01
1959,"M07","July","",93.6,33.1,1959-07-01
1959,"M08","August","",93.3,33.1,1959-08-01
1959,"M09","September","",92.8,33.1,1959-09-01
1959,"M10","October","",92.7,33.3,1959-10-01
1959,"M11","November","",92.2,32.8,1959-11-01
1959,"M12","December","",93.3,32.9,1959-12-01
1960,"M01","January","",93.6,32.9,1960-01-01
1960,"M02","February","",93.7,33.2,1960-02-01
1960,"M03","March","",92.3,33,1960-03-01
1960,"M04","April","",92.8,33.8,1960-04-01
1960,"M05","May","",93.6,33.9,1960-05-01
1960,"M06","June","",92.8,34.4,1960-06-01
1960,"M07","July","",92.3,34.8,1960-07-01
1960,"M08","August","",92.5,34.2,1960-08-01
1960,"M09","September","",93.1,34.2,1960-09-01
1960,"M10","October","",92.7,33.5,1960-10-01
1960,"M11","November","",92.5,33.2,1960-11-01
1960,"M12","December","",92.1,33.5,1960-12-01
1961,"M01","January","",91.6,33.7,1961-01-01
1961,"M02","February","",91.1,33.2,1961-02-01
1961,"M03","March","",91.4,34.1,1961-03-01
1961,"M04","April","",91.9,33.5,1961-04-01
1961,"M05","May","",91.5,33.7,1961-05-01
1961,"M06","June","",91.9,34.6,1961-06-01
1961,"M07","July","",91.8,33.4,1961-07-01
1961,"M08","August","",91.8,33.2,1961-08-01
1961,"M09","September","",92.4,33.2,1961-09-01
1961,"M10","October","",92.2,34.1,1961-10-01
1961,"M11","November","",92.3,33.9,1961-11-01
1961,"M12","December","",92.6,33.7,1961-12-01
1962,"M01","January","",92.6,34,1962-01-01
1962,"M02","February","",93.1,34.7,1962-02-01
1962,"M03","March","",92.8,34.3,1962-03-01
1962,"M04","April","",93,33.1,1962-04-01
1962,"M05","May","",93.3,33.2,1962-05-01
1962,"M06","June","",92.9,33.7,1962-06-01
1962,"M07","July","",92.7,33.9,1962-07-01
1962,"M08","August","",92.7,34.9,1962-08-01
1962,"M09","September","",92.6,34.9,1962-09-01
1962,"M10","October","",92.7,33.7,1962-10-01
1962,"M11","November","",92.9,33.7,1962-11-01
1962,"M12","December","",92.7,33.5,1962-12-01
1963,"M01","January","",92.3,33.5,1963-01-01
1963,"M02","February","",91.7,33.9,1963-02-01
1963,"M03","March","",92.4,33.9,1963-03-01
1963,"M04","April","",92.6,34.9,1963-04-01
1963,"M05","May","",92.8,35.2,1963-05-01
1963,"M06","June","",93.1,34.8,1963-06-01
1963,"M07","July","",93.6,34.9,1963-07-01
1963,"M08","August","",92.9,34.5,1963-08-01
1963,"M09","September","",93,34.8,1963-09-01
1963,"M10","October","",93,34.9,1963-10-01
1963,"M11","November","",92.6,35.4,1963-11-01
1963,"M12","December","",93.2,34.7,1963-12-01
1964,"M01","January","",93.1,34.5,1964-01-01
1964,"M02","February","",93.6,34.8,1964-02-01
1964,"M03","March","",93.6,34.6,1964-03-01
1964,"M04","April","",93.9,35.4,1964-04-01
1964,"M05","May","",93.9,35.3,1964-05-01
1964,"M06","June","",93.8,35,1964-06-01
1964,"M07","July","",94.6,34.5,1964-07-01
1964,"M08","August","",94.6,35.3,1964-08-01
1964,"M09","September","",94.2,34.5,1964-09-01
1964,"M10","October","",94.1,34.5,1964-10-01
1964,"M11","November","",94.3,35,1964-11-01
1964,"M12","December","",93.6,35.5,1964-12-01
1965,"M01","January","",94.1,36,1965-01-01
1965,"M02","February","",93.5,36.2,1965-02-01
1965,"M03","March","",94.4,36.2,1965-03-01
1965,"M04","April","",94.3,35.6,1965-04-01
1965,"M05","May","",94.8,35.8,1965-05-01
1965,"M06","June","",94.8,36.3,1965-06-01
1965,"M07","July","",94.4,36.6,1965-07-01
1965,"M08","August","",94.2,36.7,1965-08-01
1965,"M09","September","",94.4,36.3,1965-09-01
1965,"M10","October","",94.6,36.8,1965-10-01
1965,"M11","November","",94.7,37,1965-11-01
1965,"M12","December","",94.5,37.6,1965-12-01
1966,"M01","January","",94.5,37.8,1966-01-01
1966,"M02","February","",94.8,37.1,1966-02-01
1966,"M03","March","",94.7,37.2,1966-03-01
1966,"M04","April","",95.3,37.4,1966-04-01
1966,"M05","May","",95.2,37.4,1966-05-01
1966,"M06","June","",94.9,37.5,1966-06-01
1966,"M07","July","",94.7,37.6,1966-07-01
1966,"M08","August","",94.8,37.8,1966-08-01
1966,"M09","September","",94.9,38.9,1966-09-01
1966,"M10","October","",95.2,39.3,1966-10-01
1966,"M11","November","",95.2,39.2,1966-11-01
1966,"M12","December","",95.5,39.4,1966-12-01
1967,"M01","January","",95.2,38.6,1967-01-01
1967,"M02","February","",95,38.6,1967-02-01
1967,"M03","March","",95,39.1,1967-03-01
1967,"M04","April","",95.6,38.8,1967-04-01
1967,"M05","May","",95.2,39,1967-05-01
1967,"M06","June","",95.1,39.4,1967-06-01
1967,"M07","July","",95.2,39.7,1967-07-01
1967,"M08","August","",95.3,40.2,1967-08-01
1967,"M09","September","",94.9,40.8,1967-09-01
1967,"M10","October","",95.2,41,1967-10-01
1967,"M11","November","",95.2,40.4,1967-11-01
1967,"M12","December","",95.2,40.5,1967-12-01
1968,"M01","January","",95,39.3,1968-01-01
1968,"M02","February","",94.9,40,1968-02-01
1968,"M03","March","",95.1,40.1,1968-03-01
1968,"M04","April","",95.1,40.3,1968-04-01
1968,"M05","May","",95.2,41.1,1968-05-01
1968,"M06","June","",95.3,41.4,1968-06-01
1968,"M07","July","",95.1,40.8,1968-07-01
1968,"M08","August","",95.1,40.6,1968-08-01
1968,"M09","September","",95,40.5,1968-09-01
1968,"M10","October","",94.9,40.7,1968-10-01
1968,"M11","November","",94.9,41.4,1968-11-01
1968,"M12","December","",95,41,1968-12-01
1969,"M01","January","",95.3,41.1,1969-01-01
1969,"M02","February","",95.3,41.5,1969-02-01
1969,"M03","March","",95,41.1,1969-03-01
1969,"M04","April","",95,41.6,1969-04-01
1969,"M05","May","",95,41.5,1969-05-01
1969,"M06","June","",95.3,41.6,1969-06-01
1969,"M07","July","",95.1,41.8,1969-07-01
1969,"M08","August","",95.1,42.1,1969-08-01
1969,"M09","September","",94.5,42.1,1969-09-01
1969,"M10","October","",94.7,42,1969-10-01
1969,"M11","November","",94.3,41.5,1969-11-01
1969,"M12","December","",94.3,42.6,1969-12-01
1970,"M01","January","",94,42.6,1970-01-01
1970,"M02","February","",93.8,42.7,1970-02-01
1970,"M03","March","",94.1,42.7,1970-03-01
1970,"M04","April","",93.5,43.1,1970-04-01
1970,"M05","May","",93.3,42.3,1970-05-01
1970,"M06","June","",92.8,42.6,1970-06-01
1970,"M07","July","",92.9,42.7,1970-07-01
1970,"M08","August","",92.7,42.7,1970-08-01
1970,"M09","September","",93,41.4,1970-09-01
1970,"M10","October","",92.5,42.1,1970-10-01
1970,"M11","November","",92.4,42.3,1970-11-01
1970,"M12","December","",91.6,42.1,1970-12-01
1971,"M01","January","",91.6,42.3,1971-01-01
1971,"M02","February","",92,41.9,1971-02-01
1971,"M03","March","",91.7,42,1971-03-01
1971,"M04","April","",91.9,41.6,1971-04-01
1971,"M05","May","",92,42.3,1971-05-01
1971,"M06","June","",92,42.4,1971-06-01
1971,"M07","July","",92,41.8,1971-07-01
1971,"M08","August","",91.7,42.2,1971-08-01
1971,"M09","September","",91.6,42.9,1971-09-01
1971,"M10","October","",91.4,43.1,1971-10-01
1971,"M11","November","",91.4,43.1,1971-11-01
1971,"M12","December","",91.4,43.2,1971-12-01
1972,"M01","January","",91.7,43.6,1972-01-01
1972,"M02","February","",91.7,44.3,1972-02-01
1972,"M03","March","",92.6,44.5,1972-03-01
1972,"M04","April","",91.9,44.5,1972-04-01
1972,"M05","May","",91.8,44.7,1972-05-01
1972,"M06","June","",92,44.8,1972-06-01
1972,"M07","July","",92.2,44.8,1972-07-01
1972,"M08","August","",92.3,44.7,1972-08-01
1972,"M09","September","",92.1,45,1972-09-01
1972,"M10","October","",92,45.3,1972-10-01
1972,"M11","November","",92,45.4,1972-11-01
1972,"M12","December","",92,45.8,1972-12-01
1973,"M01","January","",92.2,45.9,1973-01-01
1973,"M02","February","",92.4,46.8,1973-02-01
1973,"M03","March","",92.3,46.8,1973-03-01
1973,"M04","April","",92.4,46.8,1973-04-01
1973,"M05","May","",92.2,46.9,1973-05-01
1973,"M06","June","",92.7,47,1973-06-01
1973,"M07","July","",92.8,47.3,1973-07-01
1973,"M08","August","",92.2,47.5,1973-08-01
1973,"M09","September","",92.2,47.7,1973-09-01
1973,"M10","October","",92.6,48.4,1973-10-01
1973,"M11","November","",92.8,48.7,1973-11-01
1973,"M12","December","",92.8,48.9,1973-12-01
1974,"M01","January","",93.2,48.7,1974-01-01
1974,"M02","February","",92.6,49.1,1974-02-01
1974,"M03","March","",92.5,49.2,1974-03-01
1974,"M04","April","",91.7,49,1974-04-01
1974,"M05","May","",92.5,49.5,1974-05-01
1974,"M06","June","",92.3,49.2,1974-06-01
1974,"M07","July","",92.1,49.3,1974-07-01
1974,"M08","August","",92,49.6,1974-08-01
1974,"M09","September","",92,49.6,1974-09-01
1974,"M10","October","",91.2,50,1974-10-01
1974,"M11","November","",91.4,49.7,1974-11-01
1974,"M12","December","",90.1,49.4,1974-12-01
1975,"M01","January","",89.5,49.3,1975-01-01
1975,"M02","February","",88.6,48.8,1975-02-01
1975,"M03","March","",88.5,48.9,1975-03-01
1975,"M04","April","",88.5,49.1,1975-04-01
1975,"M05","May","",88.5,49.1,1975-05-01
1975,"M06","June","",88.2,49.5,1975-06-01
1975,"M07","July","",88.4,49.8,1975-07-01
1975,"M08","August","",88.7,50.2,1975-08-01
1975,"M09","September","",88.4,50.7,1975-09-01
1975,"M10","October","",89,50.8,1975-10-01
1975,"M11","November","",88.6,51,1975-11-01
1975,"M12","December","",88.6,50.8,1975-12-01
1976,"M01","January","",89,51.8,1976-01-01
1976,"M02","February","",88.9,51.3,1976-02-01
1976,"M03","March","",89.6,51.9,1976-03-01
1976,"M04","April","",89.7,52.5,1976-04-01
1976,"M05","May","",89.7,52.4,1976-05-01
1976,"M06","June","",89.4,52.6,1976-06-01
1976,"M07","July","",89.3,52.9,1976-07-01
1976,"M08","August","",89.3,52.9,1976-08-01
1976,"M09","September","",89.4,52.6,1976-09-01
1976,"M10","October","",89.4,52.5,1976-10-01
1976,"M11","November","",89.2,53,1976-11-01
1976,"M12","December","",89,53.5,1976-12-01
1977,"M01","January","",89.1,53.6,1977-01-01
1977,"M02","February","",89.5,53.8,1977-02-01
1977,"M03","March","",89.9,54.2,1977-03-01
1977,"M04","April","",89.8,54.4,1977-04-01
1977,"M05","May","",89.8,55.3,1977-05-01
1977,"M06","June","",90.2,55.3,1977-06-01
1977,"M07","July","",89.9,55.5,1977-07-01
1977,"M08","August","",90.1,55.5,1977-08-01
1977,"M09","September","",90,56,1977-09-01
1977,"M10","October","",89.8,55.6,1977-10-01
1977,"M11","November","",90.2,55.7,1977-11-01
1977,"M12","December","",90.6,55.9,1977-12-01
1978,"M01","January","",90.6,56.4,1978-01-01
1978,"M02","February","",90.9,57.1,1978-02-01
1978,"M03","March","",91,57.4,1978-03-01
1978,"M04","April","",91.2,57.9,1978-04-01
1978,"M05","May","",91.2,57.9,1978-05-01
1978,"M06","June","",91.5,58.1,1978-06-01
1978,"M07","July","",91.4,57.9,1978-07-01
1978,"M08","August","",91,57.6,1978-08-01
1978,"M09","September","",91.3,58.5,1978-09-01
1978,"M10","October","",90.7,59.7,1978-10-01
1978,"M11","November","",91.2,59,1978-11-01
1978,"M12","December","",91.2,59.3,1978-12-01
1979,"M01","January","",91.4,58.9,1979-01-01
1979,"M02","February","",91.5,59,1979-02-01
1979,"M03","March","",91.2,59,1979-03-01
1979,"M04","April","",91.3,59,1979-04-01
1979,"M05","May","",91.7,59.6,1979-05-01
1979,"M06","June","",91.6,59.6,1979-06-01
1979,"M07","July","",91.5,60.1,1979-07-01
1979,"M08","August","",90.8,60.3,1979-08-01
1979,"M09","September","",91.3,60.5,1979-09-01
1979,"M10","October","",91.2,60.3,1979-10-01
1979,"M11","November","",90.5,60.4,1979-11-01
1979,"M12","December","",91,60.7,1979-12-01
1980,"M01","January","",90.8,61.3,1980-01-01
1980,"M02","February","",90.8,61.1,1980-02-01
1980,"M03","March","",89.7,61.1,1980-03-01
1980,"M04","April","",88.8,61.3,1980-04-01
1980,"M05","May","",88.5,60.7,1980-05-01
1980,"M06","June","",88.2,60.2,1980-06-01
1980,"M07","July","",88,60.4,1980-07-01
1980,"M08","August","",88,60.3,1980-08-01
1980,"M09","September","",87.9,60.5,1980-09-01
1980,"M10","October","",88.1,60.5,1980-10-01
1980,"M11","November","",88.3,60.7,1980-11-01
1980,"M12","December","",88.4,60.6,1980-12-01
1981,"M01","January","",88.5,60.8,1981-01-01
1981,"M02","February","",88.5,61.1,1981-02-01
1981,"M03","March","",89,61.5,1981-03-01
1981,"M04","April","",89.1,61.8,1981-04-01
1981,"M05","May","",89,61.6,1981-05-01
1981,"M06","June","",88.6,61.8,1981-06-01
1981,"M07","July","",88.6,61.7,1981-07-01
1981,"M08","August","",88.4,61.7,1981-08-01
1981,"M09","September","",88.2,61.4,1981-09-01
1981,"M10","October","",87.7,61.9,1981-10-01
1981,"M11","November","",87.2,62,1981-11-01
1981,"M12","December","",86.3,61.7,1981-12-01
1982,"M01","January","",86.5,62.1,1982-01-01
1982,"M02","February","",86.6,62.1,1982-02-01
1982,"M03","March","",86.1,61.8,1982-03-01
1982,"M04","April","",86,61.4,1982-04-01
1982,"M05","May","",86,61.3,1982-05-01
1982,"M06","June","",85.1,61.4,1982-06-01
1982,"M07","July","",84.9,61.4,1982-07-01
1982,"M08","August","",85,61.9,1982-08-01
1982,"M09","September","",84.4,61.5,1982-09-01
1982,"M10","October","",84.1,61.5,1982-10-01
1982,"M11","November","",84,61.4,1982-11-01
1982,"M12","December","",83.6,61.9,1982-12-01
1983,"M01","January","",83.5,61.7,1983-01-01
1983,"M02","February","",83.4,61.7,1983-02-01
1983,"M03","March","",83.2,61.6,1983-03-01
1983,"M04","April","",84,62.4,1983-04-01
1983,"M05","May","",84.3,62.6,1983-05-01
1983,"M06","June","",84.7,62.5,1983-06-01
1983,"M07","July","",85,62.8,1983-07-01
1983,"M08","August","",85,63.1,1983-08-01
1983,"M09","September","",85.2,63.4,1983-09-01
1983,"M10","October","",85.5,63.1,1983-10-01
1983,"M11","November","",86.1,63.7,1983-11-01
1983,"M12","December","",86.4,63.6,1983-12-01
1984,"M01","January","",86.4,63.7,1984-01-01
1984,"M02","February","",86.5,64,1984-02-01
1984,"M03","March","",86.9,63.8,1984-03-01
1984,"M04","April","",87.1,64.2,1984-04-01
1984,"M05","May","",87.3,64.8,1984-05-01
1984,"M06","June","",87.8,65,1984-06-01
1984,"M07","July","",87.9,64.9,1984-07-01
1984,"M08","August","",88.5,65.1,1984-08-01
1984,"M09","September","",88.5,64.7,1984-09-01
1984,"M10","October","",88.4,65,1984-10-01
1984,"M11","November","",87.9,64.8,1984-11-01
1984,"M12","December","",87.9,65.1,1984-12-01
1985,"M01","January","",88.3,65.2,1985-01-01
1985,"M02","February","",88.4,65.2,1985-02-01
1985,"M03","March","",88.3,65.7,1985-03-01
1985,"M04","April","",88.3,65.4,1985-04-01
1985,"M05","May","",88.5,64.9,1985-05-01
1985,"M06","June","",88.2,65.3,1985-06-01
1985,"M07","July","",88.4,65.4,1985-07-01
1985,"M08","August","",88.3,65.3,1985-08-01
1985,"M09","September","",88.5,66.5,1985-09-01
1985,"M10","October","",88.5,65.9,1985-10-01
1985,"M11","November","",88.6,65.8,1985-11-01
1985,"M12","December","",88.6,66.4,1985-12-01
1986,"M01","January","",89.2,65.9,1986-01-01
1986,"M02","February","",88.4,65.4,1986-02-01
1986,"M03","March","",88.5,66,1986-03-01
1986,"M04","April","",88.2,66.2,1986-04-01
1986,"M05","May","",87.8,66.3,1986-05-01
1986,"M06","June","",88.2,66.5,1986-06-01
1986,"M07","July","",87.7,66.6,1986-07-01
1986,"M08","August","",88.4,66.5,1986-08-01
1986,"M09","September","",88.3,66.8,1986-09-01
1986,"M10","October","",87.6,67.2,1986-10-01
1986,"M11","November","",88.4,67.1,1986-11-01
1986,"M12","December","",88.5,67,1986-12-01
1987,"M01","January","",88.2,66.7,1987-01-01
1987,"M02","February","",88.6,67.1,1987-02-01
1987,"M03","March","",88.6,67.5,1987-03-01
1987,"M04","April","",88.9,67.8,1987-04-01
1987,"M05","May","",89,67.7,1987-05-01
1987,"M06","June","",89,68,1987-06-01
1987,"M07","July","",89.2,68.3,1987-07-01
1987,"M08","August","",89,68.4,1987-08-01
1987,"M09","September","",89.2,68.3,1987-09-01
1987,"M10","October","",89.3,68.5,1987-10-01
1987,"M11","November","",89.3,68.5,1987-11-01
1987,"M12","December","",89.3,68.4,1987-12-01
1988,"M01","January","",89.5,68.1,1988-01-01
1988,"M02","February","",89.6,68.4,1988-02-01
1988,"M03","March","",89,68.8,1988-03-01
1988,"M04","April","",89.7,68.7,1988-04-01
1988,"M05","May","",89,69,1988-05-01
1988,"M06","June","",88.7,68.7,1988-06-01
1988,"M07","July","",89.5,68.5,1988-07-01
1988,"M08","August","",88.9,68.6,1988-08-01
1988,"M09","September","",89.3,68.3,1988-09-01
1988,"M10","October","",89.6,68.4,1988-10-01
1988,"M11","November","",89.2,68.8,1988-11-01
1988,"M12","December","",89.8,69.3,1988-12-01
1989,"M01","January","",90.2,69.2,1989-01-01
1989,"M02","February","",89.8,69.3,1989-02-01
1989,"M03","March","",90,69,1989-03-01
1989,"M04","April","",89.7,69.1,1989-04-01
1989,"M05","May","",89.6,68.6,1989-05-01
1989,"M06","June","",89.9,68.8,1989-06-01
1989,"M07","July","",90,69.1,1989-07-01
1989,"M08","August","",90.2,69,1989-08-01
1989,"M09","September","",89.8,70.4,1989-09-01
1989,"M10","October","",89.7,69.9,1989-10-01
1989,"M11","November","",90.1,70.3,1989-11-01
1989,"M12","December","",90,69.8,1989-12-01
1990,"M01","January","",90,70,1990-01-01
1990,"M02","February","",89.8,69.7,1990-02-01
1990,"M03","March","",89.7,69.7,1990-03-01
1990,"M04","April","",89.5,69.5,1990-04-01
1990,"M05","May","",89.3,69.4,1990-05-01
1990,"M06","June","",89.1,69.5,1990-06-01
1990,"M07","July","",88.6,69.1,1990-07-01
1990,"M08","August","",88.4,69.3,1990-08-01
1990,"M09","September","",88.4,69.2,1990-09-01
1990,"M10","October","",88.3,69.1,1990-10-01
1990,"M11","November","",88.4,68.7,1990-11-01
1990,"M12","December","",87.8,68.8,1990-12-01
1991,"M01","January","",87.8,67.9,1991-01-01
1991,"M02","February","",87.4,68.5,1991-02-01
1991,"M03","March","",86.8,68.5,1991-03-01
1991,"M04","April","",87.2,69.1,1991-04-01
1991,"M05","May","",87.1,68.3,1991-05-01
1991,"M06","June","",87,68,1991-06-01
1991,"M07","July","",87,68,1991-07-01
1991,"M08","August","",87.1,67.7,1991-08-01
1991,"M09","September","",87.2,67.6,1991-09-01
1991,"M10","October","",87.1,68,1991-10-01
1991,"M11","November","",86.8,68.2,1991-11-01
1991,"M12","December","",86.7,67.9,1991-12-01
1992,"M01","January","",86.5,68.4,1992-01-01
1992,"M02","February","",86.4,68.3,1992-02-01
1992,"M03","March","",86.3,68.2,1992-03-01
1992,"M04","April","",86.2,68.8,1992-04-01
1992,"M05","May","",86.3,69,1992-05-01
1992,"M06","June","",86.4,68.6,1992-06-01
1992,"M07","July","",86.6,68.3,1992-07-01
1992,"M08","August","",86.4,68.2,1992-08-01
1992,"M09","September","",86.5,68.4,1992-09-01
1992,"M10","October","",86.5,68.1,1992-10-01
1992,"M11","November","",86.4,68.3,1992-11-01
1992,"M12","December","",86.6,68.3,1992-12-01
1993,"M01","January","",86.7,68.3,1993-01-01
1993,"M02","February","",86.4,68.1,1993-02-01
1993,"M03","March","",86.5,68.4,1993-03-01
1993,"M04","April","",87,68,1993-04-01
1993,"M05","May","",86.8,68.5,1993-05-01
1993,"M06","June","",86.8,68.5,1993-06-01
1993,"M07","July","",86.8,68.4,1993-07-01
1993,"M08","August","",86.9,68.5,1993-08-01
1993,"M09","September","",87,68.4,1993-09-01
1993,"M10","October","",87.1,68.7,1993-10-01
1993,"M11","November","",87.5,68.5,1993-11-01
1993,"M12","December","",87.8,68.8,1993-12-01
1994,"M01","January","",86.8,68.7,1994-01-01
1994,"M02","February","",86.6,68.9,1994-02-01
1994,"M03","March","",86.6,68.9,1994-03-01
1994,"M04","April","",86.6,69.1,1994-04-01
1994,"M05","May","",86.8,69.3,1994-05-01
1994,"M06","June","",86.7,69.3,1994-06-01
1994,"M07","July","",86.5,69.5,1994-07-01
1994,"M08","August","",87.1,70,1994-08-01
1994,"M09","September","",87.6,70,1994-09-01
1994,"M10","October","",87.7,69.9,1994-10-01
1994,"M11","November","",88.6,69.9,1994-11-01
1994,"M12","December","",88.4,69.6,1994-12-01
1995,"M01","January","",88.1,69.6,1995-01-01
1995,"M02","February","",88.5,70.4,1995-02-01
