"year","period","periodName","footnotes","LNS12300164","LNS12300327","date"
1995,"M03","March","",88.5,70.3,1995-03-01
1995,"M04","April","",88.4,70.4,1995-04-01
1995,"M05","May","",88.1,70.3,1995-05-01
1995,"M06","June","",88.3,70.3,1995-06-01
1995,"M07","July","",88.1,71.1,1995-07-01
1995,"M08","August","",88.4,71,1995-08-01
1995,"M09","September","",88.1,71,1995-09-01
1995,"M10","October","",88.5,71.1,1995-10-01
1995,"M11","November","",87.7,71.7,1995-11-01
1995,"M12","December","",87.8,71.1,1995-12-01
1996,"M01","January","",88,71.1,1996-01-01
1996,"M02","February","",88.5,70.9,1996-02-01
1996,"M03","March","",87.9,71.3,1996-03-01
1996,"M04","April","",87.9,70.8,1996-04-01
1996,"M05","May","",88.3,70.5,1996-05-01
1996,"M06","June","",88.3,70.7,1996-06-01
1996,"M07","July","",88.6,71.1,1996-07-01
1996,"M08","August","",89.3,70.8,1996-08-01
1996,"M09","September","",89,71.2,1996-09-01
1996,"M10","October","",89.4,71.5,1996-10-01
1996,"M11","November","",89.2,71.4,1996-11-01
1996,"M12","December","",89.4,71.4,1996-12-01
1997,"M01","January","",89.1,71.2,1997-01-01
1997,"M02","February","",88.6,71,1997-02-01
1997,"M03","March","",88.5,71.6,1997-03-01
1997,"M04","April","",88.5,72.6,1997-04-01
1997,"M05","May","",88.5,72.2,1997-05-01
1997,"M06","June","",88.9,72.5,1997-06-01
1997,"M07","July","",89.3,72.2,1997-07-01
1997,"M08","August","",89.5,72,1997-08-01
1997,"M09","September","",89.2,72.4,1997-09-01
1997,"M10","October","",89.5,72.4,1997-10-01
1997,"M11","November","",89.2,72.3,1997-11-01
1997,"M12","December","",89.4,72.6,1997-12-01
1998,"M01","January","",89.8,72.7,1998-01-01
1998,"M02","February","",89.8,72.5,1998-02-01
1998,"M03","March","",89.6,72.5,1998-03-01
1998,"M04","April","",89.7,72.6,1998-04-01
1998,"M05","May","",89.8,72.5,1998-05-01
1998,"M06","June","",89.7,72.5,1998-06-01
1998,"M07","July","",89.5,72.7,1998-07-01
1998,"M08","August","",89.4,73,1998-08-01
1998,"M09","September","",89.1,72.7,1998-09-01
1998,"M10","October","",89.1,72.5,1998-10-01
1998,"M11","November","",89.5,72.6,1998-11-01
1998,"M12","December","",89.5,72.8,1998-12-01
1999,"M01","January","",90.1,73.7,1999-01-01
1999,"M02","February","",89.9,73.3,1999-02-01
1999,"M03","March","",89.8,72.6,1999-03-01
1999,"M04","April","",89.8,72.2,1999-04-01
1999,"M05","May","",90.1,72.8,1999-05-01
1999,"M06","June","",89.7,73.1,1999-06-01
1999,"M07","July","",90.3,72.6,1999-07-01
1999,"M08","August","",89.9,73,1999-08-01
1999,"M09","September","",90.1,73,1999-09-01
1999,"M10","October","",89.7,73.4,1999-10-01
1999,"M11","November","",90.1,73.4,1999-11-01
1999,"M12","December","",89.5,73.2,1999-12-01
2000,"M01","January","",90.6,73.5,2000-01-01
2000,"M02","February","",90.6,73.2,2000-02-01
2000,"M03","March","",90.5,73.5,2000-03-01
2000,"M04","April","",90.5,74.3,2000-04-01
2000,"M05","May","",90.2,73.5,2000-05-01
2000,"M06","June","",90.6,72.9,2000-06-01
2000,"M07","July","",90.2,72.7,2000-07-01
2000,"M08","August","",90.6,72.3,2000-08-01
2000,"M09","September","",89.6,72.2,2000-09-01
2000,"M10","October","",89.3,72.5,2000-10-01
2000,"M11","November","",89.9,72.8,2000-11-01
2000,"M12","December","",90.3,72.7,2000-12-01
2001,"M01","January","",89.9,72.5,2001-01-01
2001,"M02","February","",90.4,72.7,2001-02-01
2001,"M03","March","",89.6,72.6,2001-03-01
2001,"M04","April","",89.1,71.8,2001-04-01
2001,"M05","May","",89.1,71.9,2001-05-01
2001,"M06","June","",88.6,71.3,2001-06-01
2001,"M07","July","",88.6,71.7,2001-07-01
2001,"M08","August","",88.3,72,2001-08-01
2001,"M09","September","",88.3,71.7,2001-09-01
2001,"M10","October","",88.2,71,2001-10-01
2001,"M11","November","",87.4,70.7,2001-11-01
2001,"M12","December","",87.7,70.7,2001-12-01
2002,"M01","January","",87.4,70.6,2002-01-01
2002,"M02","February","",87.6,70.8,2002-02-01
2002,"M03","March","",87.7,70.9,2002-03-01
2002,"M04","April","",87.4,70.8,2002-04-01
2002,"M05","May","",87.3,70.7,2002-05-01
2002,"M06","June","",86.5,70.9,2002-06-01
2002,"M07","July","",86.8,71,2002-07-01
2002,"M08","August","",87.4,70.6,2002-08-01
2002,"M09","September","",87.3,70.7,2002-09-01
2002,"M10","October","",87.1,70.8,2002-10-01
2002,"M11","November","",85.9,69.7,2002-11-01
2002,"M12","December","",86.3,70.4,2002-12-01
2003,"M01","January","",85.7,70.4,2003-01-01
2003,"M02","February","",86.7,70.3,2003-02-01
2003,"M03","March","",86.3,70.2,2003-03-01
2003,"M04","April","",86.7,70.1,2003-04-01
2003,"M05","May","",86.2,69.9,2003-05-01
2003,"M06","June","",86.2,69.7,2003-06-01
2003,"M07","July","",86.2,69.7,2003-07-01
2003,"M08","August","",85.6,69.8,2003-08-01
2003,"M09","September","",85.8,69.2,2003-09-01
2003,"M10","October","",85.8,69.2,2003-10-01
2003,"M11","November","",86.3,69,2003-11-01
2003,"M12","December","",86.4,68.9,2003-12-01
2004,"M01","January","",86.9,69.2,2004-01-01
2004,"M02","February","",86.2,69.4,2004-02-01
2004,"M03","March","",86.4,69.5,2004-03-01
2004,"M04","April","",86.5,69.7,2004-04-01
2004,"M05","May","",86.7,69.8,2004-05-01
2004,"M06","June","",87.2,69.8,2004-06-01
2004,"M07","July","",87.2,69.5,2004-07-01
2004,"M08","August","",87.5,69.2,2004-08-01
2004,"M09","September","",87.3,69.5,2004-09-01
2004,"M10","October","",87.1,68.9,2004-10-01
2004,"M11","November","",86.8,69.4,2004-11-01
2004,"M12","December","",86.6,69.8,2004-12-01
2005,"M01","January","",87.1,70.4,2005-01-01
2005,"M02","February","",87.5,69.8,2005-02-01
2005,"M03","March","",86.6,69.5,2005-03-01
2005,"M04","April","",87.2,69.7,2005-04-01
2005,"M05","May","",87.5,70,2005-05-01
2005,"M06","June","",87.2,69.1,2005-06-01
2005,"M07","July","",87.4,69.4,2005-07-01
2005,"M08","August","",88,69.2,2005-08-01
2005,"M09","September","",87.4,69.7,2005-09-01
2005,"M10","October","",87.7,69.9,2005-10-01
2005,"M11","November","",87.6,70.3,2005-11-01
2005,"M12","December","",87.3,70.2,2005-12-01
2006,"M01","January","",87.8,70.2,2006-01-01
2006,"M02","February","",87.6,70.3,2006-02-01
2006,"M03","March","",88.5,70.3,2006-03-01
2006,"M04","April","",87.4,70.1,2006-04-01
2006,"M05","May","",87.5,70.6,2006-05-01
2006,"M06","June","",87.2,71,2006-06-01
2006,"M07","July","",87.1,71.3,2006-07-01
2006,"M08","August","",86.9,71.3,2006-08-01
2006,"M09","September","",87.7,70.8,2006-09-01
2006,"M10","October","",87.3,71.5,2006-10-01
2006,"M11","November","",87.4,71.3,2006-11-01
2006,"M12","December","",88,70.7,2006-12-01
2007,"M01","January","",88.1,71.3,2007-01-01
2007,"M02","February","",88.1,71,2007-02-01
2007,"M03","March","",89.1,70.9,2007-03-01
2007,"M04","April","",88.5,71,2007-04-01
2007,"M05","May","",88.2,71.1,2007-05-01
2007,"M06","June","",88.1,71.2,2007-06-01
2007,"M07","July","",88.2,70.8,2007-07-01
2007,"M08","August","",87.6,71.2,2007-08-01
2007,"M09","September","",87.5,70.8,2007-09-01
2007,"M10","October","",87.1,71.2,2007-10-01
2007,"M11","November","",87,71.1,2007-11-01
2007,"M12","December","",87,71,2007-12-01
2008,"M01","January","",87.7,71.5,2008-01-01
2008,"M02","February","",87.4,71.7,2008-02-01
2008,"M03","March","",87.2,71.8,2008-03-01
2008,"M04","April","",87.1,71.6,2008-04-01
2008,"M05","May","",87,71.2,2008-05-01
2008,"M06","June","",86.6,71,2008-06-01
2008,"M07","July","",85.8,71,2008-07-01
2008,"M08","August","",85.5,71.1,2008-08-01
2008,"M09","September","",85.1,71.1,2008-09-01
2008,"M10","October","",84.5,70.2,2008-10-01
2008,"M11","November","",84,70.3,2008-11-01
2008,"M12","December","",83.2,69.9,2008-12-01
2009,"M01","January","",82.3,69.7,2009-01-01
2009,"M02","February","",81.8,69.4,2009-02-01
2009,"M03","March","",81.1,69.3,2009-03-01
2009,"M04","April","",80.5,69.3,2009-04-01
2009,"M05","May","",80,68.8,2009-05-01
2009,"M06","June","",80.4,68.7,2009-06-01
2009,"M07","July","",80.3,68.7,2009-07-01
2009,"M08","August","",80.1,68.3,2009-08-01
2009,"M09","September","",79.7,67.8,2009-09-01
2009,"M10","October","",80,67.5,2009-10-01
2009,"M11","November","",79.7,67.7,2009-11-01
2009,"M12","December","",79.6,67.7,2009-12-01
2010,"M01","January","",79.7,68.2,2010-01-01
2010,"M02","February","",80,68.1,2010-02-01
2010,"M03","March","",79.9,67.9,2010-03-01
2010,"M04","April","",80.2,68,2010-04-01
2010,"M05","May","",79.7,68,2010-05-01
2010,"M06","June","",79.8,68.1,2010-06-01
2010,"M07","July","",80.3,68,2010-07-01
2010,"M08","August","",80.5,67.7,2010-08-01
2010,"M09","September","",80.1,67.7,2010-09-01
2010,"M10","October","",80.1,67.7,2010-10-01
2010,"M11","November","",79.3,67.6,2010-11-01
2010,"M12","December","",79.8,67.5,2010-12-01
2011,"M01","January","",80.6,67.5,2011-01-01
2011,"M02","February","",80.6,66.9,2011-02-01
2011,"M03","March","",80.8,67.3,2011-03-01
2011,"M04","April","",80,67,2011-04-01
2011,"M05","May","",80.7,67.3,2011-05-01
2011,"M06","June","",80.2,67.1,2011-06-01
2011,"M07","July","",79.6,67.3,2011-07-01
2011,"M08","August","",80.7,67.7,2011-08-01
2011,"M09","September","",80.5,67.1,2011-09-01
2011,"M10","October","",80.3,67,2011-10-01
2011,"M11","November","",81.3,66.7,2011-11-01
2011,"M12","December","",81,66.7,2011-12-01
2012,"M01","January","",81.6,67.2,2012-01-01
2012,"M02","February","",81.6,67.5,2012-02-01
2012,"M03","March","",81.9,67.8,2012-03-01
2012,"M04","April","",82.4,68.1,2012-04-01
2012,"M05","May","",82.3,67.7,2012-05-01
2012,"M06","June","",82.2,67.7,2012-06-01
2012,"M07","July","",82.1,67.5,2012-07-01
2012,"M08","August","",81.9,67.7,2012-08-01
2012,"M09","September","",82.1,68.2,2012-09-01
2012,"M10","October","",82.8,68.2,2012-10-01
2012,"M11","November","",82.8,68.2,2012-11-01
2012,"M12","December","",82.9,68.6,2012-12-01
2013,"M01","January","",82.6,68,2013-01-01
2013,"M02","February","",82.6,67.6,2013-02-01
2013,"M03","March","",82.6,67.9,2013-03-01
2013,"M04","April","",82.5,68.1,2013-04-01
2013,"M05","May","",82.8,68.2,2013-05-01
2013,"M06","June","",82.4,68.1,2013-06-01
2013,"M07","July","",82.2,68.3,2013-07-01
2013,"M08","August","",82,68.2,2013-08-01
2013,"M09","September","",82.4,68.2,2013-09-01
2013,"M10","October","",82,67.9,2013-10-01
2013,"M11","November","",82.6,68.4,2013-11-01
2013,"M12","December","",82.6,68.8,2013-12-01
2014,"M01","January","",82.4,69.3,2014-01-01
2014,"M02","February","",82.7,68.9,2014-02-01
2014,"M03","March","",83.1,68.5,2014-03-01
2014,"M04","April","",82.5,68.5,2014-04-01
2014,"M05","May","",82.2,68.6,2014-05-01
2014,"M06","June","",83.1,68.7,2014-06-01
2014,"M07","July","",83.1,68.5,2014-07-01
2014,"M08","August","",83.2,68.8,2014-08-01
2014,"M09","September","",83.2,68.9,2014-09-01
2014,"M10","October","",83.3,69.5,2014-10-01
2014,"M11","November","",83.1,70,2014-11-01
2014,"M12","December","",83.9,69.4,2014-12-01
2015,"M01","January","",84.1,69.2,2015-01-01
2015,"M02","February","",84.2,69.3,2015-02-01
2015,"M03","March","",84.2,69.2,2015-03-01
2015,"M04","April","",84.4,69.3,2015-04-01
2015,"M05","May","",84.2,69.6,2015-05-01
2015,"M06","June","",84.2,69.3,2015-06-01
2015,"M07","July","",83.7,69,2015-07-01
2015,"M08","August","",83.7,69.4,2015-08-01
2015,"M09","September","",83.7,69.3,2015-09-01
2015,"M10","October","",83.6,69.2,2015-10-01
2015,"M11","November","",83.6,69.5,2015-11-01
2015,"M12","December","",83.8,69.5,2015-12-01
2016,"M01","January","",84.2,70.1,2016-01-01
2016,"M02","February","",84.1,70.2,2016-02-01
2016,"M03","March","",84.7,69.8,2016-03-01
2016,"M04","April","",84.1,70,2016-04-01
2016,"M05","May","",84.4,70.3,2016-05-01
2016,"M06","June","",84.7,70.4,2016-06-01
2016,"M07","July","",84.5,70.9,2016-07-01
2016,"M08","August","",84.6,71.5,2016-08-01
2016,"M09","September","",84.3,71.4,2016-09-01
2016,"M10","October","",84,71,2016-10-01
2016,"M11","November","",83.8,71.2,2016-11-01
2016,"M12","December","",84.4,71.5,2016-12-01
2017,"M01","January","",85.1,71.1,2017-01-01
2017,"M02","February","",84.7,72.1,2017-02-01
2017,"M03","March","",84.6,72.4,2017-03-01
2017,"M04","April","",84.7,72.3,2017-04-01
2017,"M05","May","",84.4,71.6,2017-05-01
2017,"M06","June","",84.8,71.9,2017-06-01
2017,"M07","July","",84.8,72.3,2017-07-01
2017,"M08","August","",84.5,71.8,2017-08-01
2017,"M09","September","",85.1,72.5,2017-09-01
2017,"M10","October","",84.8,72.2,2017-10-01
2017,"M11","November","",84.7,72.3,2017-11-01
2017,"M12","December","",84.7,71.9,2017-12-01
2018,"M01","January","",85.1,71.7,2018-01-01
2018,"M02","February","",85.7,72.1,2018-02-01
2018,"M03","March","",85.6,72.4,2018-03-01
2018,"M04","April","",85.6,72.3,2018-04-01
2018,"M05","May","",85.8,72.8,2018-05-01
2018,"M06","June","",86,72.6,2018-06-01
2018,"M07","July","",85.9,73.5,2018-07-01
2018,"M08","August","",85.5,72.9,2018-08-01
2018,"M09","September","",85.9,73.3,2018-09-01
2018,"M10","October","",85.6,73.6,2018-10-01
2018,"M11","November","",85.6,73.3,2018-11-01
2018,"M12","December","",85.5,73.4,2018-12-01
2019,"M01","January","",85.8,73.5,2019-01-01
2019,"M02","February","",85.7,73.3,2019-02-01
2019,"M03","March","",86.6,72.8,2019-03-01
2019,"M04","April","",85.9,72.9,2019-04-01
2019,"M05","May","",85.9,73.2,2019-05-01
2019,"M06","June","",85.3,74,2019-06-01
2019,"M07","July","",85.3,73.1,2019-07-01
2019,"M08","August","",85.7,74.4,2019-08-01
2019,"M09","September","",85.6,74.6,2019-09-01
2019,"M10","October","",85.7,74.5,2019-10-01
2019,"M11","November","",86.1,74.5,2019-11-01
2019,"M12","December","",85.9,74.9,2019-12-01
2020,"M01","January","",85.6,75.7,2020-01-01
2020,"M02","February","",85.7,75.5,2020-02-01
2020,"M03","March","",85,73.2,2020-03-01
2020,"M04","April","",73.4,62.4,2020-04-01
2020,"M05","May","",75.3,64.4,2020-05-01
2020,"M06","June","",76.2,66.8,2020-06-01
2020,"M07","July","",76.1,67.3,2020-07-01
2020,"M08","August","",78.5,68.3,2020-08-01
2020,"M09","September","",79.5,69,2020-09-01
2020,"M10","October","",80.4,70.3,2020-10-01
2020,"M11","November","",79.6,69.7,2020-11-01
2020,"M12","December","",81,70,2020-12-01
2021,"M01","January","",81,70.3,2021-01-01
2021,"M02","February","",81.2,70.8,2021-02-01
2021,"M03","March","",81.6,70.9,2021-03-01
2021,"M04","April","",82,71.3,2021-04-01
2021,"M05","May","",82.1,71.7,2021-05-01
2021,"M06","June","",81.2,71.9,2021-06-01
2021,"M07","July","",82.7,72.1,2021-07-01
2021,"M08","August","",82.9,72.4,2021-08-01
2021,"M09","September","",83,72.3,2021-09-01
2021,"M10","October","",83.8,72.9,2021-10-01
2021,"M11","November","",84.2,74,2021-11-01
2021,"M12","December","",84.2,74.1,2021-12-01
2022,"M01","January","",84.3,73.9,2022-01-01
2022,"M02","February","",85.4,73.5,2022-02-01
2022,"M03","March","",85.4,74.6,2022-03-01
2022,"M04","April","",85.7,74.8,2022-04-01
2022,"M05","May","",85.7,75.3,2022-05-01
2022,"M06","June","",85.8,74.7,2022-06-01
2022,"M07","July","",85.3,75.2,2022-07-01
2022,"M08","August","",85.5,75.6,2022-08-01
