"year","period","periodName","footnotes","LNS12324885","LNS12324886","date"
1948,"M01","January","",69.6,42.8,1948-01-01
1948,"M02","February","",69.7,42.4,1948-02-01
1948,"M03","March","",67.9,41.7,1948-03-01
1948,"M04","April","",69.1,42,1948-04-01
1948,"M05","May","",68.9,41,1948-05-01
1948,"M06","June","",70.1,42.2,1948-06-01
1948,"M07","July","",71,40.6,1948-07-01
1948,"M08","August","",70,40.6,1948-08-01
1948,"M09","September","",70.1,40.9,1948-09-01
1948,"M10","October","",69.9,40,1948-10-01
1948,"M11","November","",70,40.2,1948-11-01
1948,"M12","December","",70.4,41,1948-12-01
1949,"M01","January","",69.7,39.6,1949-01-01
1949,"M02","February","",69.2,40.7,1949-02-01
1949,"M03","March","",68.3,42.6,1949-03-01
1949,"M04","April","",68.7,39.4,1949-04-01
1949,"M05","May","",68.6,40.2,1949-05-01
1949,"M06","June","",66.7,38.8,1949-06-01
1949,"M07","July","",66.1,39.6,1949-07-01
1949,"M08","August","",66.1,39.9,1949-08-01
1949,"M09","September","",67.5,39.6,1949-09-01
1949,"M10","October","",65.4,40,1949-10-01
1949,"M11","November","",68.2,40,1949-11-01
1949,"M12","December","",67.6,39.9,1949-12-01
1950,"M01","January","",67.2,39.7,1950-01-01
1950,"M02","February","",67.3,39.7,1950-02-01
1950,"M03","March","",67.4,38.8,1950-03-01
1950,"M04","April","",68.9,40.2,1950-04-01
1950,"M05","May","",68.8,39.3,1950-05-01
1950,"M06","June","",68.9,38.7,1950-06-01
1950,"M07","July","",70,37.9,1950-07-01
1950,"M08","August","",70.7,40.5,1950-08-01
1950,"M09","September","",70.9,40.8,1950-09-01
1950,"M10","October","",72.3,42.1,1950-10-01
1950,"M11","November","",72,41.6,1950-11-01
1950,"M12","December","",72,41.8,1950-12-01
1951,"M01","January","",71.1,42.4,1951-01-01
1951,"M02","February","",72.6,41.8,1951-02-01
1951,"M03","March","",74.3,42.9,1951-03-01
1951,"M04","April","",72.3,41.8,1951-04-01
1951,"M05","May","",73.4,42.9,1951-05-01
1951,"M06","June","",72,42.1,1951-06-01
1951,"M07","July","",71.6,43,1951-07-01
1951,"M08","August","",72.9,42.1,1951-08-01
1951,"M09","September","",73.2,41,1951-09-01
1951,"M10","October","",73,41.8,1951-10-01
1951,"M11","November","",72.3,41.4,1951-11-01
1951,"M12","December","",73.8,42.7,1951-12-01
1952,"M01","January","",72,41.9,1952-01-01
1952,"M02","February","",72.8,41.1,1952-02-01
1952,"M03","March","",71.5,40.5,1952-03-01
1952,"M04","April","",70.5,41.4,1952-04-01
1952,"M05","May","",71.3,40.8,1952-05-01
1952,"M06","June","",71.2,42,1952-06-01
1952,"M07","July","",70.4,40.4,1952-07-01
1952,"M08","August","",68.5,40.5,1952-08-01
1952,"M09","September","",66.2,41.3,1952-09-01
1952,"M10","October","",67.4,40,1952-10-01
1952,"M11","November","",68.4,41.4,1952-11-01
1952,"M12","December","",70.3,40.7,1952-12-01
1953,"M01","January","",72.9,41.3,1953-01-01
1953,"M02","February","",73.7,42.6,1953-02-01
1953,"M03","March","",71.4,42.3,1953-03-01
1953,"M04","April","",70.2,41.7,1953-04-01
1953,"M05","May","",69.8,41.5,1953-05-01
1953,"M06","June","",69,41.4,1953-06-01
1953,"M07","July","",68.5,40.8,1953-07-01
1953,"M08","August","",67.7,40.3,1953-08-01
1953,"M09","September","",66.5,40.5,1953-09-01
1953,"M10","October","",65.8,38.9,1953-10-01
1953,"M11","November","",67.6,38,1953-11-01
1953,"M12","December","",65.9,37,1953-12-01
1954,"M01","January","",65.8,37.6,1954-01-01
1954,"M02","February","",65.3,38.5,1954-02-01
1954,"M03","March","",64.2,40.6,1954-03-01
1954,"M04","April","",64.2,39,1954-04-01
1954,"M05","May","",63.8,38.4,1954-05-01
1954,"M06","June","",62.6,38.3,1954-06-01
1954,"M07","July","",63.1,37.8,1954-07-01
1954,"M08","August","",62.6,38.4,1954-08-01
1954,"M09","September","",62.5,39.3,1954-09-01
1954,"M10","October","",61.4,39.4,1954-10-01
1954,"M11","November","",61.6,39,1954-11-01
1954,"M12","December","",60.3,37.7,1954-12-01
1955,"M01","January","",62.4,38.5,1955-01-01
1955,"M02","February","",63.4,37.9,1955-02-01
1955,"M03","March","",64.1,38.2,1955-03-01
1955,"M04","April","",64.9,38.7,1955-04-01
1955,"M05","May","",64.1,38.6,1955-05-01
1955,"M06","June","",63.5,38.3,1955-06-01
1955,"M07","July","",65,39.7,1955-07-01
1955,"M08","August","",65.7,40.1,1955-08-01
1955,"M09","September","",67.2,39.9,1955-09-01
1955,"M10","October","",68,40.4,1955-10-01
1955,"M11","November","",69.2,41.7,1955-11-01
1955,"M12","December","",68.9,42.5,1955-12-01
1956,"M01","January","",68.9,39.7,1956-01-01
1956,"M02","February","",68.3,40.2,1956-02-01
1956,"M03","March","",67.9,39.3,1956-03-01
1956,"M04","April","",66.6,40.3,1956-04-01
1956,"M05","May","",68.5,40.5,1956-05-01
1956,"M06","June","",68.9,40.9,1956-06-01
1956,"M07","July","",68,40.8,1956-07-01
1956,"M08","August","",67.4,41,1956-08-01
1956,"M09","September","",67.6,41.1,1956-09-01
1956,"M10","October","",66.9,41.1,1956-10-01
1956,"M11","November","",66.5,41,1956-11-01
1956,"M12","December","",66.4,41.5,1956-12-01
1957,"M01","January","",66.2,41.2,1957-01-01
1957,"M02","February","",66.6,40.6,1957-02-01
1957,"M03","March","",67.5,41.1,1957-03-01
1957,"M04","April","",66.3,40.3,1957-04-01
1957,"M05","May","",66.2,40,1957-05-01
1957,"M06","June","",67.2,40.1,1957-06-01
1957,"M07","July","",67.9,40.7,1957-07-01
1957,"M08","August","",66.2,39.4,1957-08-01
1957,"M09","September","",65.7,40.2,1957-09-01
1957,"M10","October","",65.7,39.8,1957-10-01
1957,"M11","November","",63.8,39.5,1957-11-01
1957,"M12","December","",64.6,39.5,1957-12-01
1958,"M01","January","",62.6,38.4,1958-01-01
1958,"M02","February","",61.7,38.6,1958-02-01
1958,"M03","March","",61,38.5,1958-03-01
1958,"M04","April","",60.9,37.9,1958-04-01
1958,"M05","May","",61,39.2,1958-05-01
1958,"M06","June","",60.6,38.5,1958-06-01
1958,"M07","July","",60.8,37.5,1958-07-01
1958,"M08","August","",61.2,38.3,1958-08-01
1958,"M09","September","",61.1,37.9,1958-09-01
1958,"M10","October","",62.2,38.3,1958-10-01
1958,"M11","November","",62.5,37.5,1958-11-01
1958,"M12","December","",62.2,37.4,1958-12-01
1959,"M01","January","",62.5,37.9,1959-01-01
1959,"M02","February","",62.6,37.4,1959-02-01
1959,"M03","March","",63.2,37.5,1959-03-01
1959,"M04","April","",64.5,37.7,1959-04-01
1959,"M05","May","",63.9,37.1,1959-05-01
1959,"M06","June","",63.1,37.1,1959-06-01
1959,"M07","July","",63.7,36.9,1959-07-01
1959,"M08","August","",62.9,37.4,1959-08-01
1959,"M09","September","",63.7,37.5,1959-09-01
1959,"M10","October","",63.2,37.5,1959-10-01
1959,"M11","November","",63,37.3,1959-11-01
1959,"M12","December","",64.1,37.9,1959-12-01
1960,"M01","January","",63.7,37.3,1960-01-01
1960,"M02","February","",64.8,38.1,1960-02-01
1960,"M03","March","",62.4,37.8,1960-03-01
1960,"M04","April","",64.8,38.8,1960-04-01
1960,"M05","May","",64,39.4,1960-05-01
1960,"M06","June","",63.8,40.1,1960-06-01
1960,"M07","July","",63.1,38.8,1960-07-01
1960,"M08","August","",63.2,37.4,1960-08-01
1960,"M09","September","",63.4,38.2,1960-09-01
1960,"M10","October","",62.4,37.7,1960-10-01
1960,"M11","November","",63.5,37.5,1960-11-01
1960,"M12","December","",61.2,37.4,1960-12-01
1961,"M01","January","",63.5,37.3,1961-01-01
1961,"M02","February","",61.3,38.4,1961-02-01
1961,"M03","March","",60.8,39.1,1961-03-01
1961,"M04","April","",59.3,37.9,1961-04-01
1961,"M05","May","",60.3,37.2,1961-05-01
1961,"M06","June","",60.1,37.9,1961-06-01
1961,"M07","July","",60.5,37.2,1961-07-01
1961,"M08","August","",61.6,38.2,1961-08-01
1961,"M09","September","",62.5,37.5,1961-09-01
1961,"M10","October","",61.3,37.7,1961-10-01
1961,"M11","November","",62.2,38.9,1961-11-01
1961,"M12","December","",62,37.6,1961-12-01
1962,"M01","January","",61.6,37.4,1962-01-01
1962,"M02","February","",61.8,37.1,1962-02-01
1962,"M03","March","",62.5,37,1962-03-01
1962,"M04","April","",62.2,38.1,1962-04-01
1962,"M05","May","",63.1,38.6,1962-05-01
1962,"M06","June","",62.9,39.8,1962-06-01
1962,"M07","July","",62.7,38.6,1962-07-01
1962,"M08","August","",62.1,39,1962-08-01
1962,"M09","September","",62.2,38.3,1962-09-01
1962,"M10","October","",62.2,38.7,1962-10-01
1962,"M11","November","",61,38.3,1962-11-01
1962,"M12","December","",61.5,38.1,1962-12-01
1963,"M01","January","",61,38.4,1963-01-01
1963,"M02","February","",60.2,38.4,1963-02-01
1963,"M03","March","",60.6,38,1963-03-01
1963,"M04","April","",61.1,37.9,1963-04-01
1963,"M05","May","",60.6,37.8,1963-05-01
1963,"M06","June","",60.6,37.1,1963-06-01
1963,"M07","July","",60.7,37.4,1963-07-01
1963,"M08","August","",61.1,37.2,1963-08-01
1963,"M09","September","",61.2,37.4,1963-09-01
1963,"M10","October","",61.1,37.3,1963-10-01
1963,"M11","November","",60.7,36.7,1963-11-01
1963,"M12","December","",60.2,37.2,1963-12-01
1964,"M01","January","",60,37.8,1964-01-01
1964,"M02","February","",60.2,38.8,1964-02-01
1964,"M03","March","",60.3,38.4,1964-03-01
1964,"M04","April","",60.6,38.3,1964-04-01
1964,"M05","May","",62.1,37.7,1964-05-01
1964,"M06","June","",60.8,37.5,1964-06-01
1964,"M07","July","",61.7,37.6,1964-07-01
1964,"M08","August","",61.1,38.3,1964-08-01
1964,"M09","September","",62.2,38.8,1964-09-01
1964,"M10","October","",61.2,38.1,1964-10-01
1964,"M11","November","",61.1,38.6,1964-11-01
1964,"M12","December","",61.4,37.9,1964-12-01
1965,"M01","January","",61,37.2,1965-01-01
1965,"M02","February","",61.7,37.2,1965-02-01
1965,"M03","March","",61.7,38.1,1965-03-01
1965,"M04","April","",62.3,38.4,1965-04-01
1965,"M05","May","",63.1,38.8,1965-05-01
1965,"M06","June","",61.2,38.6,1965-06-01
1965,"M07","July","",63.3,39.5,1965-07-01
1965,"M08","August","",62.6,39.4,1965-08-01
1965,"M09","September","",61.7,40.2,1965-09-01
1965,"M10","October","",62.7,40.7,1965-10-01
1965,"M11","November","",63.2,40.5,1965-11-01
1965,"M12","December","",63.3,41.2,1965-12-01
1966,"M01","January","",64.1,41,1966-01-01
1966,"M02","February","",63.3,40.9,1966-02-01
1966,"M03","March","",63.5,40.6,1966-03-01
1966,"M04","April","",63.7,41.3,1966-04-01
1966,"M05","May","",63,41.8,1966-05-01
1966,"M06","June","",64.1,42,1966-06-01
1966,"M07","July","",64.4,41.8,1966-07-01
1966,"M08","August","",64.2,42.2,1966-08-01
1966,"M09","September","",62.7,41.6,1966-09-01
1966,"M10","October","",63.3,42.2,1966-10-01
1966,"M11","November","",63.9,43.1,1966-11-01
1966,"M12","December","",63.7,43.7,1966-12-01
1967,"M01","January","",64.1,42.5,1967-01-01
1967,"M02","February","",64.3,42.5,1967-02-01
1967,"M03","March","",63.8,42.6,1967-03-01
1967,"M04","April","",63.2,43.2,1967-04-01
1967,"M05","May","",63.2,42.7,1967-05-01
1967,"M06","June","",64.4,43,1967-06-01
1967,"M07","July","",64.4,42.9,1967-07-01
1967,"M08","August","",64.8,42.9,1967-08-01
1967,"M09","September","",63.9,42.7,1967-09-01
1967,"M10","October","",63.8,42.8,1967-10-01
1967,"M11","November","",63,43.9,1967-11-01
1967,"M12","December","",63.3,44.1,1967-12-01
1968,"M01","January","",62,43.4,1968-01-01
1968,"M02","February","",63,43.5,1968-02-01
1968,"M03","March","",62.5,43.7,1968-03-01
1968,"M04","April","",63,43.5,1968-04-01
1968,"M05","May","",62.9,43.8,1968-05-01
1968,"M06","June","",63,43.9,1968-06-01
1968,"M07","July","",63.5,44,1968-07-01
1968,"M08","August","",63.7,44,1968-08-01
1968,"M09","September","",62.7,44.3,1968-09-01
1968,"M10","October","",63,43.9,1968-10-01
1968,"M11","November","",62.5,44,1968-11-01
1968,"M12","December","",63.1,43.7,1968-12-01
1969,"M01","January","",62.4,44.4,1969-01-01
1969,"M02","February","",63,44.8,1969-02-01
1969,"M03","March","",62.9,45.3,1969-03-01
1969,"M04","April","",63.5,45.3,1969-04-01
1969,"M05","May","",62.8,44.3,1969-05-01
1969,"M06","June","",63.6,46.3,1969-06-01
1969,"M07","July","",63.5,46,1969-07-01
1969,"M08","August","",64.2,46.1,1969-08-01
1969,"M09","September","",64,45.9,1969-09-01
1969,"M10","October","",63.6,46.5,1969-10-01
1969,"M11","November","",63.9,46.8,1969-11-01
1969,"M12","December","",63.3,46.7,1969-12-01
1970,"M01","January","",63.1,46.5,1970-01-01
1970,"M02","February","",62.9,46.2,1970-02-01
1970,"M03","March","",63.3,46,1970-03-01
1970,"M04","April","",62.1,45.9,1970-04-01
1970,"M05","May","",62.1,45.7,1970-05-01
1970,"M06","June","",60.7,45.1,1970-06-01
1970,"M07","July","",61.5,45.6,1970-07-01
1970,"M08","August","",61.2,45.7,1970-08-01
1970,"M09","September","",61.3,45.8,1970-09-01
1970,"M10","October","",60.4,46,1970-10-01
1970,"M11","November","",60.9,44.8,1970-11-01
1970,"M12","December","",61.2,44.4,1970-12-01
1971,"M01","January","",60.7,44.9,1971-01-01
1971,"M02","February","",60.5,44.6,1971-02-01
1971,"M03","March","",60,44.2,1971-03-01
1971,"M04","April","",61.1,44.3,1971-04-01
1971,"M05","May","",60.6,44.2,1971-05-01
1971,"M06","June","",58.8,43.1,1971-06-01
1971,"M07","July","",60.9,44.8,1971-07-01
1971,"M08","August","",60.9,45.2,1971-08-01
1971,"M09","September","",60.6,45.2,1971-09-01
1971,"M10","October","",61.2,44.9,1971-10-01
1971,"M11","November","",61.3,44.9,1971-11-01
1971,"M12","December","",61.7,45.6,1971-12-01
1972,"M01","January","",61.1,45.7,1972-01-01
1972,"M02","February","",61.3,45.8,1972-02-01
1972,"M03","March","",61.8,45.8,1972-03-01
1972,"M04","April","",61.9,46.3,1972-04-01
1972,"M05","May","",62.1,46.8,1972-05-01
1972,"M06","June","",63.1,46.2,1972-06-01
1972,"M07","July","",62.8,46.3,1972-07-01
1972,"M08","August","",63.6,46.7,1972-08-01
1972,"M09","September","",63.4,46.1,1972-09-01
1972,"M10","October","",63.5,46.6,1972-10-01
1972,"M11","November","",63.7,47.3,1972-11-01
1972,"M12","December","",64.4,47.5,1972-12-01
1973,"M01","January","",64.1,47.4,1973-01-01
1973,"M02","February","",64.9,48.1,1973-02-01
1973,"M03","March","",66,48.5,1973-03-01
1973,"M04","April","",65.4,48.5,1973-04-01
1973,"M05","May","",64.9,48.7,1973-05-01
1973,"M06","June","",65.8,49.5,1973-06-01
1973,"M07","July","",65.9,48.2,1973-07-01
1973,"M08","August","",65.1,48.6,1973-08-01
1973,"M09","September","",65.6,49,1973-09-01
1973,"M10","October","",66.6,49.6,1973-10-01
1973,"M11","November","",66.6,49.6,1973-11-01
1973,"M12","December","",67,49.5,1973-12-01
1974,"M01","January","",67.1,49.1,1974-01-01
1974,"M02","February","",66.5,49.9,1974-02-01
1974,"M03","March","",66.2,50.1,1974-03-01
1974,"M04","April","",65.7,49.8,1974-04-01
1974,"M05","May","",65.8,49.4,1974-05-01
1974,"M06","June","",65.6,49.3,1974-06-01
1974,"M07","July","",65,49.4,1974-07-01
1974,"M08","August","",64.4,49.7,1974-08-01
1974,"M09","September","",65.1,49.9,1974-09-01
1974,"M10","October","",65,50,1974-10-01
1974,"M11","November","",64.2,49.4,1974-11-01
1974,"M12","December","",63.1,49,1974-12-01
